관측소명:경포대해수욕장
위도:37.80897222222220
경도:128.931888888889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2019-10-01 00:00:00	17.6	남남동	148	22.07	28.13	0.13	3.8	0.18	3.5	1.7	서북서	298	20.3	1018.3	-	87	
2019-10-01 00:05:00	16.3	남남동	149	22.06	28.21	0.13	3.6	0.19	5.0	1.9	서	270	20.0	1018.3	-	87	
2019-10-01 00:10:00	17.5	남동	140	22.06	28.24	0.13	3.6	0.24	4.5	2.0	서	270	19.9	1018.3	-	23	
2019-10-01 00:15:00	15.8	남동	128	22.05	28.24	0.14	4.2	0.22	5.0	1.5	서	274	20.0	1018.3	-	202	
2019-10-01 00:20:00	15.4	남동	125	22.03	28.10	0.13	3.6	0.23	4.0	1.2	서	267	20.0	1018.3	-	95	
2019-10-01 00:25:00	16.3	남동	130	22.02	28.13	0.13	3.7	0.19	4.5	1.5	서	270	19.8	1018.3	-	95	
2019-10-01 00:30:00	19.0	동남동	122	22.00	28.15	0.15	4.1	0.26	3.5	1.6	서	264	19.9	1018.3	-	141	
2019-10-01 00:35:00	17.0	남동	125	22.00	28.09	0.14	3.5	0.18	5.0	1.5	서남서	237	20.0	1018.3	-	81	
2019-10-01 00:40:00	20.3	남동	125	21.98	28.14	0.14	3.5	0.22	3.0	1.6	서남서	241	19.8	1018.3	-	128	
2019-10-01 00:45:00	22.5	동남동	117	21.98	28.08	0.14	4.1	0.19	5.0	1.9	서남서	242	19.7	1018.3	-	42	
2019-10-01 00:50:00	22.2	동남동	119	21.95	28.12	0.15	3.8	0.25	3.5	2.0	서남서	248	19.7	1018.3	-	100	
2019-10-01 00:55:00	27.1	동남동	121	21.95	28.20	0.13	4.1	0.18	5.5	1.7	서남서	247	19.8	1018.4	-	155	
