관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2020-07-01 00:00:00	34.6	남동	137	19.91	32.99	3.30	9.6	4.38	9.5	11.7	북서	316	1.2	998.4	-	44	
2020-07-01 00:05:00	46.0	남남동	148	19.91	32.97	3.01	8.2	4.61	8.5	11.6	북서	318	2.5	998.4	-	45	
2020-07-01 00:10:00	34.5	남남동	162	19.92	32.97	3.51	9.1	5.16	8.5	11.5	북서	317	0.0	998.5	-	47	
2020-07-01 00:15:00	31.3	남남동	149	19.92	32.97	2.97	9.1	3.82	9.5	10.9	북서	315	3.1	998.5	-	63	
2020-07-01 00:20:00	35.6	남남동	156	19.91	32.97	3.18	8.0	4.25	7.5	11.0	북서	318	1.8	998.6	-	45	
2020-07-01 00:25:00	36.8	남남동	157	19.92	32.95	4.07	7.9	6.07	8.5	11.3	북서	319	1.2	998.6	-	45	
2020-07-01 00:30:00	34.7	남남동	157	19.92	32.95	3.28	9.1	3.52	9.0	11.4	북서	312	1.8	998.6	-	51	
2020-07-01 00:35:00	27.2	남남동	155	19.93	32.96	3.48	8.9	4.44	9.0	11.0	북서	314	1.2	998.7	-	47	
2020-07-01 00:40:00	39.2	남남동	157	19.93	32.94	2.77	9.0	3.60	8.5	10.9	북서	315	1.8	998.7	-	38	
2020-07-01 00:45:00	43.3	남남동	151	19.93	32.93	3.47	8.3	3.95	6.5	11.6	북서	313	1.2	998.7	-	52	
2020-07-01 00:50:00	41.3	남남동	147	19.94	32.91	2.89	7.4	5.04	10.0	11.1	북서	314	2.4	998.8	-	29	
2020-07-01 00:55:00	37.5	남남동	155	19.94	32.92	3.13	9.5	4.07	8.5	11.0	북서	318	2.4	998.8	-	47	
2020-07-01 01:00:00	36.2	남남동	152	19.94	32.90	2.77	8.4	3.56	8.5	10.9	북서	315	1.2	998.9	-	58	
2020-07-01 01:05:00	36.1	남남동	153	19.94	32.90	3.57	9.5	4.22	10.0	10.7	북서	313	2.5	998.9	-	49	
2020-07-01 01:10:00	42.1	남남동	152	19.94	32.86	3.05	8.0	4.71	8.5	10.3	북서	314	1.9	998.9	-	38	
2020-07-01 01:15:00	32.3	남동	145	19.94	32.87	3.36	8.3	4.00	7.5	10.2	북서	315	1.8	999.0	-	42	
2020-07-01 01:20:00	36.7	남동	137	19.94	32.77	3.91	9.5	5.44	10.0	9.8	북서	315	3.7	999.0	-	46	
2020-07-01 01:25:00	45.1	남남동	150	19.93	32.75	3.51	9.1	4.95	9.5	9.7	북서	311	1.8	999.1	-	49	
2020-07-01 01:30:00	38.5	남동	141	19.92	32.76	3.29	8.9	4.04	9.5	11.2	북서	318	4.3	999.1	-	50	
2020-07-01 01:35:00	34.7	남동	140	19.93	32.79	3.48	8.7	4.31	9.0	9.9	북서	319	3.1	999.2	-	52	
2020-07-01 01:40:00	44.5	남남동	148	19.92	32.75	3.06	9.1	3.59	8.5	10.7	북서	313	4.2	999.1	-	53	
2020-07-01 01:45:00	41.1	남동	145	19.91	32.72	3.86	8.8	4.47	8.5	11.0	북서	311	3.1	999.1	-	54	
2020-07-01 01:50:00	47.5	남동	140	19.91	32.64	2.71	8.9	3.31	8.5	10.8	북서	315	1.2	999.1	-	52	
2020-07-01 01:55:00	53.3	남동	137	19.91	32.66	3.29	8.6	4.32	9.0	10.6	북서	313	3.0	999.1	-	54	
2020-07-01 02:00:00	50.5	남동	137	19.91	32.57	2.85	8.4	4.14	7.5	10.9	북서	312	2.5	999.1	-	54	
2020-07-01 02:05:00	41.3	남동	136	19.91	32.64	2.83	8.2	3.63	8.5	10.5	북서	305	2.4	999.2	-	48	
2020-07-01 02:10:00	51.5	남동	143	19.90	32.45	3.21	9.1	3.66	9.5	10.3	북서	309	3.1	999.2	-	48	
2020-07-01 02:15:00	62.0	남동	141	19.89	32.51	2.99	8.9	3.75	9.5	10.3	북서	313	3.8	999.2	-	48	
2020-07-01 02:20:00	64.6	남동	140	19.89	32.53	3.35	8.5	4.26	9.0	10.3	북서	312	4.4	999.3	-	44	
2020-07-01 02:25:00	57.0	남동	142	19.89	32.44	2.78	9.2	3.67	8.5	11.1	북서	312	3.1	999.3	-	44	
2020-07-01 02:30:00	62.5	남동	143	19.88	32.36	3.10	9.5	3.48	10.5	10.7	북서	318	4.8	999.4	-	49	
2020-07-01 02:35:00	48.2	남남동	153	19.88	32.46	3.10	9.7	3.85	9.5	10.3	북서	315	3.7	999.4	-	54	
2020-07-01 02:40:00	55.5	남남동	158	19.88	32.30	3.34	9.1	4.72	9.5	9.3	북서	315	4.9	999.4	-	43	
2020-07-01 02:45:00	54.3	남동	141	19.88	32.47	3.13	8.9	3.74	9.5	10.7	북서	314	1.9	999.4	-	44	
2020-07-01 02:50:00	74.9	남남동	151	19.88	32.00	3.07	9.5	4.05	9.0	10.9	북서	318	2.4	999.4	-	49	
2020-07-01 02:55:00	80.9	남남동	150	19.88	31.64	3.82	9.1	6.01	9.0	10.5	북서	319	2.5	999.5	-	43	
2020-07-01 03:00:00	86.9	남남동	158	19.89	31.41	2.92	9.5	3.81	10.0	11.5	북서	318	5.6	999.4	-	51	
2020-07-01 03:05:00	79.6	남남동	149	19.88	31.43	3.28	8.8	4.34	9.0	10.8	북서	318	3.7	999.5	-	51	
2020-07-01 03:10:00	83.0	남남동	152	19.89	31.45	2.77	8.5	4.01	9.0	10.1	북서	318	2.5	999.5	-	34	
2020-07-01 03:15:00	74.6	남남동	151	19.91	31.58	3.08	8.6	4.26	8.0	11.0	북서	318	3.1	999.5	-	45	
2020-07-01 03:20:00	65.2	남남동	151	19.94	31.75	2.75	8.5	3.62	9.0	11.2	북서	317	5.1	999.6	-	40	
2020-07-01 03:25:00	60.8	남남동	147	19.95	31.91	3.18	8.9	4.52	9.0	11.1	북서	318	3.7	999.6	-	44	
2020-07-01 03:30:00	54.3	남남동	150	19.96	32.01	3.42	8.5	4.44	8.5	10.9	북서	318	2.5	999.7	-	32	
2020-07-01 03:35:00	52.3	남남동	149	19.96	32.14	3.22	8.3	3.39	8.5	11.2	북서	319	2.5	999.7	-	50	
2020-07-01 03:40:00	47.3	남남동	150	19.96	32.26	3.28	9.6	4.35	9.0	11.4	북서	315	2.5	999.8	-	49	
2020-07-01 03:45:00	36.7	남남동	161	20.00	32.41	2.77	8.6	3.98	9.0	10.8	북서	313	0.6	999.8	-	43	
2020-07-01 03:50:00	41.7	남동	142	20.02	32.24	3.49	9.3	5.87	10.0	10.1	북서	314	2.5	999.9	-	51	
2020-07-01 03:55:00	42.9	남동	146	20.05	32.30	2.85	8.3	4.03	8.5	10.8	북서	312	0.6	999.9	-	51	
2020-07-01 04:00:00	51.0	남남동	153	20.07	32.37	3.60	9.5	5.52	9.0	11.1	북서	313	0.6	1000.0	-	52	
2020-07-01 04:05:00	60.8	남남동	153	20.10	32.31	2.97	9.1	3.83	10.0	11.0	북서	313	3.2	1000.0	-	48	
2020-07-01 04:10:00	67.8	남남동	155	20.11	32.29	2.83	8.1	3.42	8.5	10.5	북서	319	5.7	1000.1	-	55	
2020-07-01 04:15:00	62.6	남남동	148	20.11	32.23	2.84	9.1	4.16	8.5	10.3	북서	318	1.9	1000.2	-	59	
2020-07-01 04:20:00	62.1	남남동	152	20.11	32.29	2.90	9.0	3.73	8.5	10.7	북서	315	1.9	1000.3	-	58	
2020-07-01 04:25:00	57.4	남남동	153	20.10	32.32	2.94	9.1	4.21	8.5	10.3	북서	315	3.2	1000.3	-	55	
2020-07-01 04:30:00	56.0	남남동	152	20.10	32.24	3.16	9.3	4.65	9.0	10.5	북서	316	1.8	1000.3	-	53	
2020-07-01 04:35:00	57.3	남남동	150	20.09	32.15	3.12	8.9	3.94	8.0	10.2	북서	312	1.3	1000.4	-	59	
2020-07-01 04:40:00	55.9	남남동	153	20.09	32.18	2.81	9.1	3.08	9.5	10.2	북서	317	1.2	1000.4	-	47	
2020-07-01 04:45:00	55.2	남남동	150	20.09	32.17	2.38	8.8	3.42	6.5	10.5	북서	317	3.2	1000.4	-	43	
2020-07-01 04:50:00	51.0	남남동	155	20.10	32.14	2.33	8.5	3.03	8.0	11.6	북서	314	2.5	1000.4	-	71	
2020-07-01 04:55:00	57.2	남남동	155	20.10	32.19	3.07	8.7	3.68	8.5	11.5	북서	318	5.5	1000.5	-	51	
2020-07-01 05:00:00	61.7	남남동	150	20.09	31.83	3.09	9.1	4.40	9.5	10.6	북서	316	3.8	1000.6	-	48	
2020-07-01 05:05:00	55.7	남남동	152	20.09	32.07	2.63	9.3	3.17	8.5	10.9	북서	316	4.9	1000.7	-	53	
2020-07-01 05:10:00	60.0	남남동	151	20.09	32.02	2.91	9.1	3.37	8.0	10.5	북서	318	1.9	1000.7	-	52	
2020-07-01 05:15:00	52.7	남남동	151	20.10	32.08	2.96	9.6	3.28	9.5	10.0	북서	320	1.8	1000.8	-	46	
2020-07-01 05:20:00	55.9	남남동	151	20.11	32.14	2.60	8.6	3.66	9.0	10.3	북서	322	2.5	1000.9	-	44	
2020-07-01 05:25:00	49.5	남남동	154	20.11	32.15	3.53	9.3	4.19	8.5	10.3	북서	318	1.9	1001.0	-	49	
2020-07-01 05:30:00	49.9	남남동	152	20.10	31.93	3.88	9.8	4.75	9.5	10.6	북서	320	2.5	1001.1	-	46	
2020-07-01 05:35:00	56.4	남남동	153	20.10	31.97	3.68	9.7	4.11	9.5	10.0	북북서	329	2.5	1001.2	-	47	
2020-07-01 05:40:00	54.7	남남동	149	20.10	31.97	3.24	9.5	4.33	9.5	10.0	북서	325	2.4	1001.2	-	51	
2020-07-01 05:45:00	59.4	남남동	149	20.09	31.81	3.34	9.1	4.28	8.0	9.6	북서	318	3.1	1001.2	-	45	
2020-07-01 05:50:00	56.6	남남동	150	20.10	31.95	3.59	9.1	4.79	9.5	10.9	북서	322	2.5	1001.2	-	37	
2020-07-01 05:55:00	58.7	남남동	154	20.10	31.88	2.86	9.0	5.08	8.5	9.4	북서	322	0.6	1001.3	-	54	
2020-07-01 06:00:00	55.0	남남동	152	20.10	31.92	2.94	8.8	3.69	9.0	10.0	북북서	327	3.0	1001.4	-	45	
2020-07-01 06:05:00	54.5	남남동	151	20.10	31.97	2.82	8.7	3.89	8.5	10.0	북북서	328	4.4	1001.4	-	34	
2020-07-01 06:10:00	47.6	남동	145	20.10	31.92	2.72	9.2	2.92	8.0	10.4	북북서	337	1.2	1001.5	-	43	
2020-07-01 06:15:00	45.5	남남동	154	20.11	32.03	2.28	9.0	2.62	8.5	11.3	북북서	336	4.5	1001.5	-	51	
2020-07-01 06:20:00	52.5	남남동	154	20.10	31.96	2.88	9.1	3.38	9.5	10.2	북북서	331	5.1	1001.5	-	44	
2020-07-01 06:25:00	51.2	남남동	155	20.10	32.05	3.60	9.8	4.28	10.5	12.0	북	350	4.5	1001.6	-	41	
2020-07-01 06:30:00	48.2	남남동	158	20.12	32.07	2.91	9.8	3.34	11.0	12.1	북	351	1.3	1001.7	-	42	
2020-07-01 06:35:00	45.0	남남동	160	20.12	32.14	3.18	9.3	4.15	10.0	11.4	북북서	348	3.2	1001.7	-	57	
2020-07-01 06:40:00	43.2	남남동	152	20.11	32.09	3.06	9.8	3.64	8.0	11.8	북	349	1.3	1001.7	-	41	
2020-07-01 06:45:00	50.0	남남동	155	20.10	32.05	2.71	9.1	3.48	8.5	11.5	북	351	3.1	1001.7	-	44	
2020-07-01 06:50:00	40.6	남남동	157	20.11	32.11	3.29	9.3	4.40	9.0	12.3	북	354	1.9	1001.7	-	46	
2020-07-01 06:55:00	37.2	남남동	153	20.12	32.13	3.31	9.5	4.00	9.0	12.7	북	353	3.8	1001.9	-	48	
2020-07-01 07:00:00	36.6	남남동	151	20.12	32.15	2.80	9.4	3.27	10.5	11.3	북북서	347	2.5	1001.9	-	44	
2020-07-01 07:05:00	39.2	남남동	150	20.12	32.18	2.89	8.4	4.46	8.0	10.9	북	352	1.3	1002.0	-	38	
2020-07-01 07:10:00	34.0	남남동	155	20.12	32.18	2.60	9.2	3.70	9.0	8.9	북북서	342	1.2	1002.1	-	33	
2020-07-01 07:15:00	36.3	남남동	154	20.12	32.19	2.87	9.6	3.76	8.5	9.2	북북서	342	3.9	1002.2	-	52	
2020-07-01 07:20:00	28.5	남남동	160	20.12	32.22	2.95	9.1	3.57	8.0	9.1	북북서	340	1.9	1002.2	-	40	
2020-07-01 07:25:00	35.0	남남동	163	20.13	32.24	2.78	8.8	3.83	9.0	8.1	북북서	328	0.6	1002.2	-	46	
2020-07-01 07:30:00	33.1	남남동	161	20.12	32.22	3.13	8.9	4.06	8.5	7.6	북서	320	3.1	1002.3	-	45	
2020-07-01 07:35:00	27.1	남동	141	20.12	32.20	3.79	9.6	4.83	10.0	5.8	북서	313	3.8	1002.4	-	47	
2020-07-01 07:40:00	25.9	남남동	158	20.13	32.26	3.07	9.3	4.42	8.5	6.5	북서	306	0.0	1002.5	-	33	
2020-07-01 07:45:00	27.0	남동	136	20.11	32.16	2.96	9.2	3.40	9.0	6.2	서북서	299	1.9	1002.5	-	40	
2020-07-01 07:50:00	27.7	남동	137	20.11	32.10	2.83	8.9	3.62	8.0	5.8	북서	308	2.4	1002.6	-	45	
2020-07-01 07:55:00	24.1	남동	138	20.11	32.18	3.25	9.1	4.66	11.0	5.7	서북서	295	1.9	1002.6	-	38	
2020-07-01 08:00:00	38.6	남동	142	20.11	32.06	2.90	9.1	3.49	9.0	5.5	서북서	285	2.5	1002.7	-	48	
2020-07-01 08:05:00	30.4	남동	141	20.12	32.08	3.42	9.0	5.45	9.0	5.4	서북서	282	1.3	1002.7	-	37	
2020-07-01 08:10:00	29.4	남동	142	20.11	32.01	2.82	9.3	3.29	10.0	4.7	서북서	297	0.0	1002.7	-	41	
2020-07-01 08:15:00	35.3	남동	132	20.11	31.99	3.46	9.4	5.13	8.0	4.7	서북서	288	0.6	1002.8	-	40	
2020-07-01 08:20:00	28.4	남남동	148	20.12	32.00	2.55	8.6	2.95	8.0	5.1	서북서	289	1.3	1002.9	-	26	
2020-07-01 08:25:00	33.4	남남동	156	20.12	31.93	2.73	9.7	3.95	9.5	5.6	서북서	298	0.6	1002.9	-	45	
2020-07-01 08:30:00	50.8	남남동	160	20.04	31.76	3.20	9.3	3.95	9.5	6.0	서북서	295	0.6	1002.9	-	43	
2020-07-01 08:35:00	52.1	남남동	159	20.02	31.45	3.02	10.2	3.24	10.5	6.0	서북서	292	0.6	1002.8	-	49	
2020-07-01 08:40:00	44.7	남남동	164	20.04	31.50	3.15	9.4	4.03	9.5	6.4	서북서	291	0.6	1002.8	-	47	
2020-07-01 08:45:00	47.9	남남동	166	20.04	31.58	2.88	9.1	4.33	8.5	6.5	서북서	299	0.0	1002.8	-	44	
